strain	cluster	depth	ORF8_misStops	ORF8_deletions	ORF8_koType
Italy/CAM-AMES-57-72/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Ireland/D-NVRL-30IRL36961/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/NY-NYCPHL-004415/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Switzerland/TI-EOC-902_25804604/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/NY-PRL-2021_02_25_00E13/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Albania/210901061/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
BosniaandHerzegovina/141704/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
NorthMacedonia/10022-k/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Montenegro/CO-00357_MNE000_2269582102/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Taiwan/NTU63/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Taiwan/11102/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Taiwan/11310/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Belarus/HM-CRIE-L219T0077u/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Lithuania/LTU000_INMEDICA_451174/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Lithuania/LTU000_MP_XM6/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Lithuania/LTU000_NMRVI_127965/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0056220/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Iran/AF1223/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S8517/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/MN-CDC-IBX889132046986/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Singapore/82/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-68510/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Guinea/Conakry_IPG17766/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-66AS5G3XYJ3QSRUL/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21042827030/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
England/MILK-CA6783/2020	5	21	27971-27973:CAA>TAA	None	earlyStop
Romania/Prahova_459135/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Georgia/Tb-sNGS234/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-69267/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
CzechRepublic/IMG30N_8292/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
NewZealand/21MV0008/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21041761339/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Moldova/un-ChVir25014/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-FG-035748/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Fiji/FJ665/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/PA-CDC-LC0064603/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-QDX25930947/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S5889/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-68561/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21051588749/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21060522359/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21050174551/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WI-GMF-B00891/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Jamaica/55058/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/VA-DCLS-5931/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WV-WVU-WV120347/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/OK-CDC-2-4394971/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Jamaica/34594/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21051921332/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/IL-CDC-LC0126675/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Switzerland/SO-ETHZ-510225/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Albania/210901063/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Albania/210901075/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Albania/210901052/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Kosovo/ChVir25780_9/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Kosovo/ChVir25780_17/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Albania/211060667/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Switzerland/LU-ETHZ-610386/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Norway/0853/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Ecuador/UEES-12104/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Ecuador/USFQ-1091/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Iraq/Samawa-1/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Qatar/QA-QU_18-E7/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21060475445/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042811636/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042635339/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S7723/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S8154/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Sweden/1904019963/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Austria/CeMM3887/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Spain/MD-HGUGM-684760/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Hungary/UD-S51/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/OH-21AM-120CO01196/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Gambia/PF6144/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/KS-CDC-2-4121846/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Somalia/NAMRU3_Mog_34/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Netherlands/LI-MUMC-1921/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Netherlands/GE-RIVM-30770/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
NewZealand/21MV0196/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021033009763/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/OH-21AM-089CO00065/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/IL-CDC-ASC210107657/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
U.S.VirginIslands/VI-Yale-5621/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21052124722/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21052508289/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21061477503/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21061314765/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21061354604/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21061484261/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21061749682/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Belgium/ULG-14649/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Mongolia/UB-300717/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Mongolia/Stanford-Mong2_S36/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Mongolia/Umnu-Gobi-269671/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Jordan/Biolab0133/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Israel/CVL-3739/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Israel/CVL-5967/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
SaudiArabia/KFSHRC_0112W/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Israel/CVL-12877/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Israel/CVL-11700/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/NJ-CDC-STM-000072361/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Afghanistan/2870x0002_23698/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-M45ER7SBVUXOKLV5/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21061012324/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042026642/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21041698142/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21041954887/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-DBALAKVAZG2RLQWF/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0067286/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S8237/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S7040/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Kazakhstan/ALA-NRL-386S/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
UnitedArabEmirates/BTC-4636/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Slovenia/17-020609-KR/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Germany/SN-RKI-I-167824/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Kosovo/ChVir25780_3/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-X4VCS6TECWNJRMHL/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Australia/SA0694/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S8192/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S5497/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S5658/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Jordan/PHBC5/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Cambodia/300363/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Cambodia/600614/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Cambodia/01-2105201869/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Cambodia/563883/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Cambodia/VIR21274256/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Cambodia/661019/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Cambodia/726759/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Thailand/DMSc-01317/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Thailand/CU-SI2127539-NT/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Cambodia/789197/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Cambodia/723103/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-68106/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Kenya/ILRI_KEM-21-03-93872/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Jordan/AM-ALSR-5830/2020	5	21	27971-27973:CAA>TAA	None	earlyStop
SaudiArabia/KFSHRC_025A/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
NorthernMarianaIslands/MP-CDC-2-4813478/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
NorthernMarianaIslands/MP-CDC-2-4392999/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Guam/GU-CDC-2-4611080/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Malta/MDxMDH353/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Tunisia/Tunis/D-5987/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Bahamas/47987/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/FL-CDC-ASC210047322/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Ireland/D-NVRL-21IRL17675/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Greece/223081/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021032904494/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Algeria/33008/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-000194/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
NorthernIreland/NIRE-00435b/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/IL-CDC-LC0035766/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-OHSU-212290893/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Serbia/Beograd-663A83-2204/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Kenya/C97202/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Kenya/ILRI_COVC23548/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-68499/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Kenya/C99106/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-SJE2ZQBZSW2YE3F2/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Spain/CL-IBV-98017586/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
GuineaBissau/JPLNSP0038/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Morocco/FMP-336/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Norway/OUS-11105/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Norway/10975/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Norway/5815/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Turkey/HSGM-GA83/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Lithuania/LSMULKKGMMK5C18/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Latvia/3213/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-UATYBBA6OVMK7KAP/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21043019625/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/SD-SDAIHG-1139/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-AGIIMNTM7FQ5BLBC/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21041435944/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21051200252/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Latvia/2105032118/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Ireland/CO-NVRL-81IRL26912/2020	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S5760/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/DE-DHSS-B1084267/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/NH-CDC-QDX24941119/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
SintMaarten/SX-RIVM-39315/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/MT-USAFSAM-S4055/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/KY-CDC-LC0049802/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Norway/5435/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/NJ-CDC-IBX043672468566/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-QDX26257937/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-000713/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
France/IDF-HCL021020577101/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Chile/RM-266418/2020	5	21	27971-27973:CAA>TAA	None	earlyStop
Jordan/AM-ALSR-5829/2020	5	21	27971-27973:CAA>TAA	None	earlyStop
Gabon/CERMEL-AA0639/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S7887/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/CO-CDPHE-2100549722/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-ASC210153742/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0072889/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S9209/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021041008421/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21041277459/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S8683/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-000852/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Jordan/UK6/2020	5	21	27971-27973:CAA>TAA	None	earlyStop
Senegal/208890/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
Bahamas/33412/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
SaintLucia/59972/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
SaintLucia/59975/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
SaintLucia/80749/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
SaintLucia/LCA51394/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
AntiguaandBarbuda/77143/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/UT-UPHL-210701453089/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/MN-CDC-STM-000049150/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
SaintLucia/80753/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
SaintLucia/74399/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
SaintLucia/74395/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S5098/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-King-SL-21032460011/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/AL-USAFSAM-S2725/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/VA-DCLS-5504/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021033005720/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/RI-CDCBI-RIDOH_01083/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021032800140/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021040604412/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21071992325/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/SC-MUSC-0738/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WV-CDC-ASC210025524/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21062115876/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21062397376/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21061018915/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21063098467/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
U.S.VirginIslands/VI-CDC-2-4122443/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/DC-CDC-LC0017631/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/GA-CDC-QDX23045177/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-61683/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/MN-CDC-IBX507168740650/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-000978/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/MS-UMMC-M419D1-501097/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21050509727/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21052496903/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21060149447/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S7540/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-E32WEDWSAUHJHET7/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-QH33TPTMTNVOLKWK/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S8460/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WY-WYPHL-21030548/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-QDX25316350/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S6746/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-000411/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-67514/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21060777184/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021040101905/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-Z5M3DJZ6IMOBR2SS/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21050403900/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S7806/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PROV-1339/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042381989/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21070650842/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S9738/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-QDX26257927/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-000833/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S7957/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S7947/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S7126/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042363830/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/MD-MDH-2751/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021033007607/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0044904/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/TX-HMH-MCoV-35580/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21051680000/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/VT-CDCBI-CRSP_FMSLP7H3U3VNNIVR/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-OHSU-11718/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021041688890/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
CostaRica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-2082-670179/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042092039/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042997774/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PROV-1362/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S9159/2020	5	21	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-AFOIFHRSY3NHLNF4/2021	5	21	27971-27973:CAA>TAA	None	earlyStop
