strain	cluster	depth	ORF7b_misStops	ORF7b_deletions	ORF7b_koType
USA/WA-UW-60655/2021	4	7	27851-27853:GAA>TAA	None	earlyStop
USA/WA-PHL-030471/2020	4	7	27851-27853:GAA>TAA	None	earlyStop
USA/WA-PHL-029363/2020	4	7	27851-27853:GAA>TAA	None	earlyStop
USA/WA-PHL-029415/2020	4	7	27851-27853:GAA>TAA	None	earlyStop
USA/WA-S3610/2020	4	7	27851-27853:GAA>TAA	None	earlyStop
USA/WA-S3841/2020	4	7	27851-27853:GAA>TAA	None	earlyStop
USA/WA-UW-49935/2020	4	7	27851-27853:GAA>TAA	None	earlyStop
USA/WA-UW-48237/2020	4	7	27851-27853:GAA>TAA	None	earlyStop
USA/WA-PHL-029283/2020	4	7	27851-27853:GAA>TAA	None	earlyStop
USA/WA-PHL-029304/2020	4	7	27851-27853:GAA>TAA	None	earlyStop
USA/WA-S3892/2021	4	7	27851-27853:GAA>TAA	None	earlyStop
USA/WA-PHL-029320/2020	4	7	27851-27853:GAA>TAA	None	earlyStop
USA/WA-PHL-029870/2020	4	7	27851-27853:GAA>TAA	None	earlyStop
USA/WA-PHL-029818/2020	4	7	27851-27853:GAA>TAA	None	earlyStop
Cameroon/CAM-108/2021	5	2	27848-27850:CTT>TGA	None	earlyStop
Switzerland/AG-UZH-IMV-3ba51c91/2021	6	2	27851-27853:GAA>TAA	None	earlyStop
Mongolia/10011944/2021	7	2	27794-27796:TTA>TAG	None	earlyStop
USA/WA-VAPS-531-1721016078/2021	8	2	27764-27766:CTT>TAA	None	earlyStop
Moldova/un-ChVir25849/2021	9	2	27848-27850:CTT>TGA	None	earlyStop
USA/MN-CDC-IBX020300350545/2021	10	2	27848-27850:CTT>TGA	None	earlyStop
USA/WA-CDC-LC0390082/2021	11	2	27848-27850:CTT>TGA	None	earlyStop
USA/WA-TRACE-LEWI-082421-997/2021	12	2	27848-27850:CTT>TGA	None	earlyStop
Haiti/34029/2020	13	3	27794-27796:TTA>TAG	None	earlyStop
Haiti/34050/2020	13	3	27794-27796:TTA>TAG	None	earlyStop
Haiti/34026/2020	13	3	27794-27796:TTA>TAG	None	earlyStop
Haiti/34049/2020	13	3	27794-27796:TTA>TAG	None	earlyStop
Haiti/18249/2021	13	3	27794-27796:TTA>TAG	None	earlyStop
USA/WA-UW-16407/2020	14	2	27851-27853:GAA>TAA	None	earlyStop
Bangladesh/ECHD_41889/2021	15	2	27761-27763:GAA>TAA	None	earlyStop
USA/SD-CDC-LC0015340/2021	16	2	27848-27850:CTT>TGA	None	earlyStop
USA/OR-TRACE-BENT-020921-472/2021	17	2	27848-27850:CTT>TGA	None	earlyStop
Kosovo/ChVir25780_9/2021	18	3	27758-27760:ATT>TAA	None	earlyStop
Kosovo/ChVir25780_17/2021	18	3	27758-27760:ATT>TAA	None	earlyStop
USA/WA-UW-67967/2021	19	5	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21050327126/2021	19	5	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21051123290/2021	19	5	27761-27763:GAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-R7XRTP7IMQFE2IV2/2021	19	5	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21042832250/2021	19	5	27761-27763:GAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-S3JIKEQOTJVK4CQ4/2021	19	5	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21050635330/2021	19	5	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21051059482/2021	19	5	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21052255154/2021	19	5	27761-27763:GAA>TAA	None	earlyStop
Australia/SA522716/2023	20	5	27848-27850:CTT>TGA	None	earlyStop
BosniaandHerzegovina/44/2022	20	5	27848-27850:CTT>TGA	None	earlyStop
USA/WA-PHL-032317/2023	20	5	27848-27850:CTT>TGA	None	earlyStop
USA/WA-CDC-LC1010267/2023	20	5	27848-27850:CTT>TGA	None	earlyStop
BosniaandHerzegovina/VFS-UNSA-LMGFI1156/2022	21	2	27761-27763:GAA>TAA	None	earlyStop
Guam/GU-H2212785/2022	22	2	27848-27850:CTT>TGA	None	earlyStop
USA/WA-CDC-QDX35975249/2022	23	2	27848-27850:CTT>TGA	None	earlyStop
USA/WA-CDC-LC0608799/2022	24	2	27842-27844:TTC>TGA	None	earlyStop
Luxembourg/LNS7645505/2022	25	2	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-LC0609644/2022	26	2	27842-27844:TTC>TGA	None	earlyStop
Tianjin/TJCDC-0914/2022	27	2	27848-27850:CTT>TGA	None	earlyStop
Finland/THL-01474/2023	28	2	27851-27853:GAA>TAA	None	earlyStop
USA/CT-CDC-LC0969390/2022	29	2	27794-27796:TTA>TAG	None	earlyStop
Oman/723454/2023	30	2	27839-27841:TGG>TGA	None	earlyStop
SouthAfrica/NHLS-UCT-LA-ZC11/2022	31	2	27842-27844:TTC>TGA	None	earlyStop
Netherlands/GR-RIVM-111264/2022	32	2	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW23030542662/2023	33	2	27848-27850:CTT>TGA	None	earlyStop
USA/KY-CDC-QDX44245893/2022	34	2	27794-27796:TTA>TAG	None	earlyStop
USA/NM-CDC-LC0926400/2022	35	2	27845-27847:TCA>TAA	None	earlyStop
Italy/TUS-AOUC-1246/2022	36	2	27839-27841:TGG>TGA	None	earlyStop
USA/ND-UNDGC-G2021_65redo_15/2021	37	2	None	27512:27808	bigDeletion
Thailand/63015565__2019/2020	38	2	None	27511:27808	bigDeletion
Spain/VC-IBV-98004599/2020	39	2	None	27842:28088	bigDeletion
Singapore/51/2020	40	2	None	27847:28229	bigDeletion
Singapore/43/2020	40	2	None	27847:28229	bigDeletion
Panama/GMI-PA610771/2020	41	2	None	27809:27882	bigDeletion
Nigeria/OS055-CV8/2020	42	2	None	27741:27773	bigDeletion
Coted-Ivoire/COV-BKE1155/bc73/2020	43	2	None	27511:27808	bigDeletion
Niger/EP132/2020	44	2	None	27527:27791	bigDeletion
Coted-Ivoire/316001-cv216/2021	45	2	None	27586:27789	bigDeletion
USA/UT-02839/2020	46	2	None	27544:27791	bigDeletion
Kenya/C8240/2020	46	2	None	27544:27791	bigDeletion
Malawi/MLW-00107/2020	46	2	None	27544:27791	bigDeletion
Guinea/CERFIG-1337/2020	47	2	None	27631:27774	bigDeletion
USA/WA-S5258/2020	48	2	None	27549:27791	bigDeletion
Guinea/Conakry_IPG3976/2020	49	2	None	27527:27791	bigDeletion
Philippines/PH-RITM-466/2020	50	2	None	27511:27808	bigDeletion
USA/WA-CDC-2-3971691/2021	51	6	None	27886:28205	bigDeletion
USA/CA-CDPH-1002008485/2020	51	6	None	27886:28205	bigDeletion
USA/WA-S2829/2020	51	6	None	27886:28205	bigDeletion
USA/WA-UW-26847/2020	51	6	None	27886:28205	bigDeletion
USA/WA-UW-26866/2020	51	6	None	27886:28205	bigDeletion
USA/WA-S2859/2020	51	6	None	27886:28205	bigDeletion
USA/WA-S5400/2020	51	6	None	27886:28205	bigDeletion
USA/WA-S2814/2020	51	6	None	27886:28205	bigDeletion
USA/WA-UW-26863/2020	51	6	None	27886:28205	bigDeletion
USA/WA-UW-26853/2020	51	6	None	27886:28205	bigDeletion
USA/WA-UW-26854/2020	51	6	None	27886:28205	bigDeletion
USA/WA-S3873/2021	51	6	None	27886:28205	bigDeletion
USA/WA-CDC-4138961-001/2021	51	6	None	27886:28205	bigDeletion
USA/SD-SDPHL-0046/2020	52	2	None	27527:27791	bigDeletion
Cameroon/Douala-20V-3045/2020	53	2	None	27711:27792	bigDeletion
Belize/BZ-CML-TCMC-BZ018-1120/2020	54	2	None	27527:27803	bigDeletion
DRC/174/2020	55	2	None	27571:27790	bigDeletion
Congo/FCRM-18-A31-21-05/2021	56	2	None	27872:28086	bigDeletion
Niger/20640/2021	56	2	None	27872:28086	bigDeletion
DRC/11732/2020	57	2	None	27527:27803	bigDeletion
Spain/NC-IBV-97011725/2020	58	2	None	27526:27790	bigDeletion
Senegal/1821872/2020	59	2	None	27527:27798	bigDeletion
USA/WA-UW-64073/2021	60	2	None	27527:27788	bigDeletion
USA/WA-S3377/2020	61	2	None	27527:27797	bigDeletion
Belgium/ULG-11909/2020	62	2	None	27872:28699	bigDeletion
Cyprus/BMVUCY732/2021	63	2	None	27844:28015	bigDeletion
Norway/2833/2020	64	2	None	27527:27791	bigDeletion
USA/DE-DHSS-F980500/2020	64	2	None	27527:27791	bigDeletion
USA/WA-S5044/2020	65	2	None	27527:27791	bigDeletion
USA/WA-S3721/2020	65	2	None	27527:27791	bigDeletion
Colombia/DC-C111/2020	66	2	None	27511:27808	bigDeletion
USA/WA-S4079/2021	67	3	None	27527:27790	bigDeletion
USA/WA-S4614/2021	67	3	None	27527:27790	bigDeletion
USA/WA-OHSU-9569/2021	68	2	None	27511:27808	bigDeletion
USA/WA-S3061/2020	69	2	None	27527:27792	bigDeletion
USA/WA-S4341/2021	70	2	None	27577:27778	bigDeletion
USA/WA-S4697/2021	70	2	None	27577:27778	bigDeletion
USA/WA-S5929/2021	71	2	None	27619:27791	bigDeletion
USA/WA-S3376/2020	72	2	None	27752:27791	bigDeletion
USA/WA-S5585/2021	73	2	None	27748:27790	bigDeletion
USA/CA-ALSR-1567/2020	74	2	None	27678:27796	bigDeletion
USA/WA-S5761/2021	75	2	None	27527:27797	bigDeletion
USA/WA-UW-68841/2021	76	2	None	27824:28221	bigDeletion
USA/UT-UPHL-2103346073/2020	77	6	None	27839:28215	bigDeletion
USA/WA-UW-61191/2021	77	6	None	27839:28215	bigDeletion
USA/WA-UW-29751/2020	77	6	None	27839:28215	bigDeletion
USA/WA-S4673/2020	77	6	None	27839:28215	bigDeletion
USA/WA-S5029/2020	77	6	None	27839:28215	bigDeletion
USA/WA-UW-46944/2020	77	6	None	27839:28215	bigDeletion
USA/WA-S4275/2021	77	6	None	27839:28215	bigDeletion
USA/WA-CDC-4010417-001/2020	77	6	None	27839:28215	bigDeletion
USA/WA-S4094/2021	77	6	None	27839:28215	bigDeletion
USA/WA-UW-47087/2020	77	6	None	27839:28215	bigDeletion
USA/WA-S4555/2021	77	6	None	27839:28215	bigDeletion
USA/WA-UW-61151/2021	77	6	None	27839:28215	bigDeletion
USA/WA-S4104/2021	77	6	None	27839:28215	bigDeletion
USA/WA-S3625/2020	77	6	None	27839:28215	bigDeletion
USA/WA-S3711/2020	78	2	None	27824:28233	bigDeletion
USA/WA-S4704/2021	79	2	None	27527:27790	bigDeletion
USA/WA-S3842/2020	80	2	None	27645:27790	bigDeletion
USA/WA-S3148/2020	81	2	None	27527:27792	bigDeletion
USA/WA-S3125/2020	81	2	None	27527:27792	bigDeletion
USA/WA-S3722/2020	82	2	None	27527:27791	bigDeletion
USA/WA-S5389/2020	83	2	None	27527:27791	bigDeletion
USA/WA-S9136/2020	84	2	None	27751:27791	bigDeletion
USA/WA-S4559/2021	84	2	None	27751:27791	bigDeletion
USA/WA-S9135/2020	84	2	None	27751:27791	bigDeletion
USA/WA-S4128/2020	85	2	None	27527:27790	bigDeletion
USA/WA-S5046/2020	85	2	None	27527:27790	bigDeletion
USA/WA-S11468/2020	85	2	None	27527:27790	bigDeletion
USA/WA-S5020/2020	86	2	None	27527:27791	bigDeletion
USA/WA-S3904/2021	87	2	None	27585:27791	bigDeletion
USA/WA-S5323/2020	88	2	None	27527:27790	bigDeletion
USA/WA-S5327/2020	89	2	None	27679:27790	bigDeletion
Niger/OIMM5/2021	90	2	None	27540:27789	bigDeletion
Guinea/Conakry_20846/2021	90	2	None	27540:27789	bigDeletion
Guinea/Conakry_20779/2021	90	2	None	27540:27789	bigDeletion
USA/WA-CDC-UW21052553414/2021	91	2	None	27695:27761	bigDeletion
USA/WA-S10665/2021	92	2	None	27741:27791	bigDeletion
USA/WA-S10261/2021	93	2	None	27737:27790	bigDeletion
USA/WA-S10168/2021	94	2	None	27528:27791	bigDeletion
USA/WA-UW-21072700538/2021	95	2	None	27542:27784	bigDeletion
Malawi/SCA1156C3V1/2021	96	2	None	27581:27767	bigDeletion
Senegal/260434/2021	97	2	None	27527:27766	bigDeletion
USA/WA-PHL-004423/2021	98	2	None	27511:27766	bigDeletion
USA/WA-CDC-UW21081311076/2021	99	2	None	27527:27784	bigDeletion
Armenia/IMB5-24/2021	100	2	None	27511:27808	bigDeletion
Morocco/IPM20377396/2021	100	2	None	27511:27808	bigDeletion
Grenada/88089/2021	101	2	None	27511:27808	bigDeletion
USA/WA-S10239/2021	102	2	None	27578:27790	bigDeletion
Cameroon/CAM-106/2021	103	2	None	27654:27808	bigDeletion
Chad/TCH-23/2021	104	2	None	27637:27808	bigDeletion
Maldives/MAV93066/2021	105	2	None	27629:27779	bigDeletion
AntiguaandBarbuda/81142/2021	106	2	None	27732:27808	bigDeletion
Ghana/WACCBIP-GS1396/2021	107	2	None	27695:27808	bigDeletion
Ghana/NMIMR-CT-21-11915/2021	107	2	None	27695:27808	bigDeletion
USA/WA-CDC-UW21111926402/2021	108	2	None	27831:27884	bigDeletion
Algeria/D124/2022	109	2	None	27394:28254	bigDeletion
Kenya/SS4156/2021	110	2	None	27826:28021	bigDeletion
Maldives/MAV34764/2021	111	2	None	27527:27791	bigDeletion
USA/WA-S12637/2021	112	2	None	27842:27937	bigDeletion
Liechtenstein/FL-Risch-21A2100638/2021	113	2	None	27825:28104	bigDeletion
DRC/INRB-RDC-642/2021	114	2	None	27428:27808	bigDeletion
Senegal/SN-IR7-1822/2021	115	2	None	27511:27808	bigDeletion
Senegal/196786/2021	116	2	None	27530:27790	bigDeletion
USA/WA-S9881/2021	117	2	None	27555:27790	bigDeletion
Togo/10208/2021	118	2	None	27633:27785	bigDeletion
USA/WA-CDC-UW21083060092/2021	119	2	None	27572:27790	bigDeletion
Kenya/SS4164/2021	120	2	None	27826:28021	bigDeletion
Barbados/77896/2021	121	2	None	27511:27808	bigDeletion
AntiguaandBarbuda/81141/2021	122	2	None	27511:27808	bigDeletion
USA/NH-CDC-LC0239213/2021	123	2	None	27804:27849	bigDeletion
USA/WA-S13104/2021	124	2	None	27527:27791	bigDeletion
USA/WA-S12781/2021	124	2	None	27527:27791	bigDeletion
Nicaragua/CNDR-154854/2021	125	2	None	27511:27808	bigDeletion
USA/WA-PHL-003855/2021	126	2	None	27693:27808	bigDeletion
USA/WA-CDC-UW21091615789/2021	127	2	None	27602:27764	bigDeletion
USA/WA-S9020/2021	128	2	None	27649:27790	bigDeletion
USA/WA-CDC-UW21102002251/2021	129	2	None	27736:27819	bigDeletion
USA/WA-CDC-UW21101217067/2021	130	2	None	27745:27784	bigDeletion
USA/WA-PHL-007888/2021	131	2	None	27702:27766	bigDeletion
USA/WA-S10599/2021	132	2	None	27527:27791	bigDeletion
USA/WA-PHL-005600/2021	133	2	None	27666:27768	bigDeletion
Jamaica/92131/2021	134	2	None	27511:27808	bigDeletion
Congo/FCRM-81-A1/2021	135	2	None	27736:27808	bigDeletion
Armenia/IMB6-8/2021	136	2	None	27511:27808	bigDeletion
USA/WA-CDC-UW21101081167/2021	137	2	None	27736:27784	bigDeletion
USA/WA-CDC-UW21081383077/2021	138	2	None	27731:27784	bigDeletion
USA/WA-CDC-UW21072038744/2021	139	2	None	27614:27784	bigDeletion
USA/WA-PHL-002766/2021	140	2	None	27679:27767	bigDeletion
Barbados/85768/2021	141	2	None	27511:27808	bigDeletion
USA/WA-S13845/2021	142	2	None	27657:27789	bigDeletion
USA/WA-PHL-005315/2021	143	2	None	27706:27767	bigDeletion
USA/WA-PHL-007473/2021	144	3	None	27743:27808	bigDeletion
USA/WY-WYPHL-21086366/2021	144	3	None	27743:27808	bigDeletion
Colombia/DC-LSPSDS-VG-1107729/2021	145	2	None	27825:28104	bigDeletion
USA/SD-SDPHL-0455/2021	146	2	None	27727:27791	bigDeletion
USA/WA-S13260/2021	147	2	None	27527:27791	bigDeletion
USA/WA-PHL-004477/2021	148	3	None	27528:27791	bigDeletion
USA/WA-S9835/2021	148	3	None	27528:27791	bigDeletion
USA/WA-CDC-UW21121332792/2021	149	2	None	27757:27790	bigDeletion
USA/WA-PHL-004053/2021	150	2	None	27511:27808	bigDeletion
TrinidadandTobago/63604/2021	151	2	None	27511:27808	bigDeletion
USA/WA-PHL-003269/2021	152	2	None	27725:27766	bigDeletion
USA/WA-CDC-UW21082848907/2021	153	2	None	27476:28088	bigDeletion
USA/WA-S14099/2021	154	2	None	27528:27789	bigDeletion
USA/WA-PHL-002469/2021	154	2	None	27528:27789	bigDeletion
USA/WA-OHSU-212350316/2021	154	2	None	27528:27789	bigDeletion
USA/WA-PHL-003014/2021	155	2	None	27511:27808	bigDeletion
USA/WA-OHSU-212360787/2021	156	2	None	27527:27789	bigDeletion
USA/WA-S13813/2021	157	2	None	27741:27790	bigDeletion
USA/WA-CDC-UW21073145677/2021	158	2	None	27528:27789	bigDeletion
USA/WA-S13153/2021	159	2	None	27529:27790	bigDeletion
USA/WA-CDC-UW21121373888/2021	160	2	None	27567:27790	bigDeletion
USA/WA-S9697/2021	161	2	None	27758:27790	bigDeletion
USA/WA-OHSU-212350523/2021	162	2	None	27714:27768	bigDeletion
USA/WA-PHL-006957/2021	163	2	None	27609:27769	bigDeletion
USA/WA-PHL-005224/2021	164	2	None	27511:27766	bigDeletion
USA/WA-OHSU-213502522/2021	165	2	None	27527:27808	bigDeletion
USA/WA-S11751/2021	166	2	None	27527:27791	bigDeletion
USA/OR-OHSU-212890195/2021	167	2	None	27527:27800	bigDeletion
USA/WA-CDC-UW21073077406/2021	168	2	None	27651:27788	bigDeletion
USA/WA-CDC-UW21092480267/2021	169	2	None	27596:27790	bigDeletion
USA/WA-CDC-UW21071439242/2021	170	2	None	27527:27790	bigDeletion
USA/WA-S13267/2021	171	2	None	27528:27790	bigDeletion
USA/WA-UW-21072735757/2021	172	2	None	27527:27790	bigDeletion
USA/WA-PHL-004544/2021	173	2	None	27725:27760	bigDeletion
USA/WY-WYPHL-20128496/2020	174	2	None	27511:27808	bigDeletion
TrinidadandTobago/5338/2021	175	3	None	27511:27808	bigDeletion
TrinidadandTobago/1116/2020	175	3	None	27511:27808	bigDeletion
Panama/GMI-PA572717/2020	176	2	None	27511:27882	bigDeletion
CentralAfricanRepublic/RCA-025/2022	177	2	None	27872:28699	bigDeletion
Colombia/VAC-K53/2021	178	2	None	27511:27808	bigDeletion
PuertoRico/PR-CDC-S18/2020	179	3	None	27727:27760	bigDeletion
USA/MI-MDHHS-SC21340/2020	179	3	None	27727:27760	bigDeletion
USA/MS-UT2044/2020	179	3	None	27727:27760	bigDeletion
USA/WY-WYPHL-20026656/2020	179	3	None	27727:27760	bigDeletion
USA/VT-21-030492-CR-01/2020	179	3	None	27727:27760	bigDeletion
USA/AZ-TG724247/2020	179	3	None	27727:27760	bigDeletion
Cameroon/Bafoussam-20v-6129/2020	179	3	None	27727:27760	bigDeletion
USA/WY-WYPHL019/2020	179	3	None	27727:27760	bigDeletion
USA/TN-2-15520-5/2020	179	3	None	27727:27760	bigDeletion
USA/CT-Yale-485/2020	179	3	None	27727:27760	bigDeletion
USA/DE-DHSS-B1064262/2021	179	3	None	27727:27760	bigDeletion
USA/WA-S6653/2021	180	2	None	27527:27791	bigDeletion
Zimbabwe/ZW-25/2020	181	2	None	27519:27804	bigDeletion
USA/TX-DSHS-0397/2020	182	2	None	27525:27803	bigDeletion
USA/DE-DHSS-F972766/2020	183	2	None	27621:27790	bigDeletion
USA/CT-Yale-489/2020	184	2	None	27511:27808	bigDeletion
USA/ND-NDDH-02568/2020	185	2	None	27825:28104	bigDeletion
Algeria/137385/2020	186	2	None	27881:28257	bigDeletion
USA/WA-S5936/2020	187	2	None	27527:27803	bigDeletion
USA/CT-CDPH-0014/2021	188	2	None	27511:27808	bigDeletion
CaboVerde/Santiago_31612/2021	189	2	None	27527:27797	bigDeletion
USA/WA-S5622/2021	190	2	None	27551:27791	bigDeletion
USA/WA-S2916/2020	191	2	None	27527:27797	bigDeletion
USA/WA-S5247/2020	192	2	None	27717:27791	bigDeletion
USA/DE-DHSS-FLW00569839/2020	193	2	None	27592:27846	bigDeletion
USA/TN-2-23611-5/2020	194	2	None	27527:27789	bigDeletion
SouthKorea/KDCA0774/2020	195	2	None	27679:27790	bigDeletion
Argentina/PAIS-G0014/2020	196	2	None	27511:27808	bigDeletion
USA/MI-MDHHS-SC21707/2020	197	2	None	27747:27791	bigDeletion
Argentina/PAIS-D0069/2020	198	2	None	27413:27883	bigDeletion
SaintLucia/47891/2020	199	2	None	27768:27803	bigDeletion
USA/WA-S5165/2021	199	2	None	27768:27803	bigDeletion
USA/WA-S5010/2020	200	3	None	27528:27791	bigDeletion
USA/WA-S5012/2020	200	3	None	27528:27791	bigDeletion
USA/WA-S9146/2020	200	3	None	27528:27791	bigDeletion
USA/WA-S3346/2020	201	2	None	27527:27792	bigDeletion
USA/WA-S5359/2020	202	2	None	27727:27790	bigDeletion
USA/WA-S5005/2020	203	2	None	27527:27792	bigDeletion
USA/WA-OHSU-11998/2021	204	2	None	27872:27919	bigDeletion
USA/WA-S9163/2021	205	2	None	27529:27790	bigDeletion
USA/WA-OHSU-212300423/2021	206	2	None	27527:27789	bigDeletion
USA/VT-MASPHL-03540/2021	207	2	None	27526:27808	bigDeletion
USA/WA-Curative-075535/2021	208	2	None	27527:27793	bigDeletion
USA/WA-S11007/2021	209	2	None	27528:27791	bigDeletion
Botswana/R8B16_BHP_AAB7909/2020	210	2	None	27511:27808	bigDeletion
SouthAfrica/VIDA-KRISP-K012199/2020	211	2	None	27848:27959	bigDeletion
Botswana/R8B45_BHP_CV2708315/2021	212	2	None	27511:27808	bigDeletion
Botswana/BOT361245/2021	212	2	None	27511:27808	bigDeletion
Mozambique/CERI-KRISP-K015005/2021	213	2	None	27845:28088	bigDeletion
Botswana/BOT324710/2020	214	2	None	27511:27808	bigDeletion
Pakistan/KRISS0035/2021	215	2	None	27511:27808	bigDeletion
USA/WA-S5409/2021	216	2	None	27845:28088	bigDeletion
USA/WA-UW-64763/2021	217	2	None	27685:27774	bigDeletion
USA/WA-S5768/2021	218	2	None	27533:27790	bigDeletion
USA/WA-S6271/2021	218	2	None	27533:27790	bigDeletion
USA/WA-UW-62792/2021	219	2	None	27527:27790	bigDeletion
USA/UT-UPHL-2104156349/2020	220	2	None	27527:27790	bigDeletion
USA/WA-S3853/2021	221	2	None	27732:27791	bigDeletion
USA/WA-S4306/2021	222	2	None	27725:27789	bigDeletion
USA/WA-UW-67242/2021	223	2	None	27727:27790	bigDeletion
USA/WA-S5095/2021	224	2	None	27527:27791	bigDeletion
USA/WA-UW-2021041341709/2021	225	2	None	27717:27789	bigDeletion
USA/WA-S5879/2021	226	2	None	27527:27791	bigDeletion
USA/WA-S6122/2021	227	2	None	27527:27791	bigDeletion
USA/WA-S8477/2020	228	2	None	27527:27791	bigDeletion
USA/WA-S6657/2021	229	2	None	27662:27790	bigDeletion
USA/WA-S5698/2021	230	2	None	27715:27790	bigDeletion
USA/WA-S5703/2021	230	2	None	27715:27790	bigDeletion
USA/WA-CDC-LC0058881/2021	231	2	None	26835:27808	bigDeletion
USA/WA-UW-2021040103780/2021	232	2	None	27527:27790	bigDeletion
USA/WA-CDC-UW21051933106/2021	233	2	None	27527:27790	bigDeletion
USA/WA-S5514/2021	234	2	None	27527:27790	bigDeletion
USA/WA-S5111/2021	235	2	None	27527:27803	bigDeletion
USA/NM-UNM-00040/2020	236	2	None	27511:27808	bigDeletion
USA/AK-PHL528/2020	237	2	None	27511:27808	bigDeletion
USA/SD-SDPHL-0361/2020	238	2	None	27527:27797	bigDeletion
USA/WA-S3139/2020	239	2	None	27527:27796	bigDeletion
USA/WA-S4493/2021	240	2	None	27527:27791	bigDeletion
USA/WA-S5392/2020	241	2	None	27527:27791	bigDeletion
USA/WA-S5204/2021	242	2	None	27844:28088	bigDeletion
USA/WA-S3865/2021	243	2	None	27741:27789	bigDeletion
USA/WA-S3581/2020	243	2	None	27741:27789	bigDeletion
USA/WA-S5007/2020	244	2	None	27527:27792	bigDeletion
USA/MO-MSPHL-007853/2020	244	2	None	27527:27792	bigDeletion
SaintVincentandtheGrenadines/53389/2021	245	3	None	27511:27808	bigDeletion
SaintVincentandtheGrenadines/71769/2021	245	3	None	27511:27808	bigDeletion
USA/WA-PHL-028879/2020	246	2	None	27826:27861	bigDeletion
USA/VT-MASPHL-02614/2021	247	2	None	27578:27800	bigDeletion
USA/WA-S5159/2021	248	2	None	27527:27797	bigDeletion
USA/WA-UW-68044/2021	249	2	None	27645:27790	bigDeletion
USA/WA-S4709/2021	250	2	None	27527:27790	bigDeletion
USA/WA-S5227/2021	251	2	None	27527:27828	bigDeletion
USA/WA-S3172/2020	252	2	None	27527:27800	bigDeletion
USA/WA-S3216/2020	253	2	None	27527:27792	bigDeletion
USA/WA-S3315/2020	253	2	None	27527:27792	bigDeletion
USA/WA-S3398/2020	254	3	None	27725:27791	bigDeletion
USA/WA-S3400/2020	254	3	None	27725:27791	bigDeletion
USA/WA-S4123/2020	255	2	None	27569:27791	bigDeletion
