strain	cluster	depth	ORF7b_misStops	ORF7b_deletions	ORF7b_koType
USA/WA-USAFSAM-S12432/2022	32	2	None	27884:28254	bigDeletion
USA/WA-USAFSAM-S12997/2022	32	2	None	27884:28254	bigDeletion
USA/WA-UW-21121819982/2021	33	2	None	27867:28033	bigDeletion
USA/WA-USAFSAM-S12434/2022	34	2	None	27886:27945	bigDeletion
USA/WA-UW-22021052550/2022	34	2	None	27886:27945	bigDeletion
USA/MT-FYR-1904/2022	34	2	None	27886:27945	bigDeletion
USA/WA-PHL-008039/2021	34	2	None	27886:27945	bigDeletion
USA/WA-USAFSAM-S11438/2021	34	2	None	27886:27945	bigDeletion
SriLanka/aicbu4494/2022	35	2	None	27872:27959	bigDeletion
NewZealand/22MV0841/2022	36	2	None	27884:28699	bigDeletion
USA/RI-RISHL-E03779/2022	37	2	None	27527:28088	bigDeletion
USA/WA-USAFSAM-S13779/2022	38	2	None	27884:28266	bigDeletion
USA/WA-PHL-009152/2021	39	2	None	27803:28104	bigDeletion
USA/WA-CDC-LC0525815/2022	40	2	None	27268:28301	bigDeletion
USA/WA-CDC-UW22010890085/2022	41	2	None	27861:27927	bigDeletion
USA/WA-CDC-UW21123146519/2021	42	2	None	27879:27974	bigDeletion
USA/WA-USAFSAM-S13006/2022	43	2	None	27884:28262	bigDeletion
USA/WA-USAFSAM-S12984/2022	43	2	None	27884:28262	bigDeletion
USA/WA-USAFSAM-S13005/2022	43	2	None	27884:28262	bigDeletion
USA/WA-USAFSAM-S11447/2022	44	2	None	27885:28254	bigDeletion
USA/IL-IDPH-RAN-SV-002754/2022	44	2	None	27885:28254	bigDeletion
USA/WA-CDC-UW22021655545/2022	45	2	None	27872:27945	bigDeletion
USA/WA-USAFSAM-S11280/2021	46	2	None	27884:28290	bigDeletion
USA/WA-USAFSAM-S11267/2021	46	2	None	27884:28290	bigDeletion
USA/WA-USAFSAM-S12993/2022	47	2	None	27885:28271	bigDeletion
USA/WA-USAFSAM-S12436/2022	47	2	None	27885:28271	bigDeletion
USA/WA-UW-22021092265/2022	48	2	None	27872:27945	bigDeletion
USA/WA-USAFSAM-S11446/2021	49	2	None	27885:28275	bigDeletion
USA/WA-CDC-UW22020840665/2022	50	2	None	27872:27945	bigDeletion
USA/WA-CDC-UW22010443130/2022	51	2	None	27869:27924	bigDeletion
USA/WA-USAFSAM-S13340/2022	52	2	None	27880:28280	bigDeletion
USA/WA-PHL-009903/2021	53	2	None	27726:27766	bigDeletion
USA/WA-USAFSAM-S11939/2022	54	2	None	27884:28322	bigDeletion
USA/WA-PHL-008919/2021	55	2	None	27867:27962	bigDeletion
USA/WA-CDC-UW21121461370/2021	56	2	None	27861:27925	bigDeletion
USA/WA-CDC-UW22010827424/2022	57	2	None	27837:28088	bigDeletion
USA/WA-CDC-UW21123108501/2021	58	2	None	27877:27919	bigDeletion
USA/WA-CDC-UW21123169414/2021	59	2	None	27807:28082	bigDeletion
USA/WA-CDC-UW21122441955/2021	59	2	None	27807:28082	bigDeletion
USA/WA-CDC-UW22010142549/2022	60	2	None	27856:27981	bigDeletion
USA/WA-CDC-UW21123132446/2021	61	2	None	27800:28082	bigDeletion
USA/WA-CDC-UW21123051180/2021	62	2	None	27859:27968	bigDeletion
USA/WA-CDC-UW22010117485/2022	62	2	None	27859:27968	bigDeletion
USA/WA-CDC-UW22010236063/2022	62	2	None	27859:27968	bigDeletion
USA/WA-CDC-UW21122836565/2021	63	2	None	27871:27919	bigDeletion
USA/WA-CDC-UW21122815694/2021	64	2	None	27886:27927	bigDeletion
USA/WA-CDC-UW21123163899/2021	64	2	None	27886:27927	bigDeletion
USA/WA-PHL-008690/2021	65	2	None	27878:27919	bigDeletion
USA/WA-CDC-UW22010984773/2022	66	2	None	27873:28084	bigDeletion
Germany/HE-RKI-I-567050/2022	67	2	None	27854:28079	bigDeletion
Germany/HH-RKI-I-449150/2021	68	2	None	27856:27944	bigDeletion
USA/TN-SPHL-0012/2021	69	2	None	27872:27967	bigDeletion
USA/MT-FYR-1377/2021	69	2	None	27872:27967	bigDeletion
USA/WA-CDC-UW22022808185/2022	70	2	None	27872:27945	bigDeletion
USA/CA-CDPH-3000294722/2021	71	2	None	27886:27916	bigDeletion
USA/WA-PHL-009256/2021	71	2	None	27886:27916	bigDeletion
USA/WA-USAFSAM-S12708/2022	71	2	None	27886:27916	bigDeletion
USA/WA-USAFSAM-S12992/2022	71	2	None	27886:27916	bigDeletion
USA/WA-USAFSAM-S12995/2022	71	2	None	27886:27916	bigDeletion
USA/WA-PHL-008709/2021	71	2	None	27886:27916	bigDeletion
USA/WA-PHL-008245/2021	71	2	None	27886:27916	bigDeletion
USA/WA-CDC-UW22021161570/2022	71	2	None	27886:27916	bigDeletion
USA/MT-USAFSAM-S13377/2022	71	2	None	27886:27916	bigDeletion
USA/WY-WYPHL-22017178/2022	71	2	None	27886:27916	bigDeletion
USA/WA-USAFSAM-S12991/2022	71	2	None	27886:27916	bigDeletion
USA/WA-USAFSAM-S13001/2022	71	2	None	27886:27916	bigDeletion
USA/WA-PHL-009161/2021	71	2	None	27886:27916	bigDeletion
USA/WA-PHL-009100/2021	71	2	None	27886:27916	bigDeletion
USA/WA-PHL-008842/2021	71	2	None	27886:27916	bigDeletion
USA/WA-USAFSAM-S13003/2022	71	2	None	27886:27916	bigDeletion
USA/WA-USAFSAM-S11441/2021	71	2	None	27886:27916	bigDeletion
USA/WA-USAFSAM-S11943/2022	71	2	None	27886:27916	bigDeletion
USA/WA-PHL-009052/2021	71	2	None	27886:27916	bigDeletion
USA/WA-PHL-008862/2021	71	2	None	27886:27916	bigDeletion
USA/WA-USAFSAM-S12998/2022	71	2	None	27886:27916	bigDeletion
USA/WA-USAFSAM-S13341/2022	71	2	None	27886:27916	bigDeletion
USA/WA-USAFSAM-S12994/2022	71	2	None	27886:27916	bigDeletion
USA/WA-OHSU-15822/2021	71	2	None	27886:27916	bigDeletion
USA/WA-CDC-UW22020865423/2022	71	2	None	27886:27916	bigDeletion
USA/WA-PHL-009345/2021	71	2	None	27886:27916	bigDeletion
USA/WA-CDC-UW22031486771/2022	71	2	None	27886:27916	bigDeletion
USA/WA-PHL-009063/2021	71	2	None	27886:27916	bigDeletion
Ecuador/NIC-INSPI-403281/2022	71	2	None	27886:27916	bigDeletion
USA/WA-PHL-009369/2021	71	2	None	27886:27916	bigDeletion
USA/WA-USAFSAM-S12438/2022	71	2	None	27886:27916	bigDeletion
USA/TX-DSHS-15834/2022	72	2	None	27872:28699	bigDeletion
USA/WA-CDC-UW22021459494/2022	73	2	None	27856:28089	bigDeletion
USA/WA-UW-22010404660/2022	74	2	None	27869:27984	bigDeletion
USA/WA-PHL-008804/2021	75	2	None	27865:28104	bigDeletion
EquatorialGuinea/C27002/2022	76	2	None	27872:28699	bigDeletion
USA/AK-PHL18038/2022	77	3	None	27864:28040	bigDeletion
USA/AK-PHL18318/2022	77	3	None	27864:28040	bigDeletion
USA/WA-PHL-009918/2021	78	2	None	27878:27995	bigDeletion
USA/WA-CDC-UW22021172923/2022	78	2	None	27878:27995	bigDeletion
USA/WA-CDC-UW22030118502/2022	79	2	None	27872:27945	bigDeletion
USA/WA-CDC-UW22021085418/2022	79	2	None	27872:27945	bigDeletion
USA/WA-CDC-UW21121804246/2021	80	2	None	27882:27937	bigDeletion
USA/WA-USAFSAM-S11938/2022	81	2	None	27884:28318	bigDeletion
USA/WA-PHL-009204/2021	82	2	None	27866:27997	bigDeletion
USA/WA-PHL-009169/2021	83	2	None	27878:27919	bigDeletion
USA/WA-PHL-009388/2021	84	2	None	27659:27770	bigDeletion
USA/WA-PHL-008012/2021	85	2	None	27873:27961	bigDeletion
Niger/CE_896/2022	85	2	None	27873:27961	bigDeletion
CentralAfricanRepublic/RCA-006/2022	85	2	None	27873:27961	bigDeletion
Belarus/BR-CRIE-7740894612/2022	86	2	None	27855:28081	bigDeletion
USA/WA-CDC-UW22010880901/2022	87	2	None	27870:27919	bigDeletion
Liberia/NMIMR-LIB-865283/2021	88	2	None	27872:27961	bigDeletion
USA/WA-PHL-008821/2021	89	2	None	27878:27921	bigDeletion
USA/WA-CDC-UW22031143949/2022	90	2	None	27872:27938	bigDeletion
USA/WA-PHL-009113/2021	90	2	None	27872:27938	bigDeletion
USA/IL-C22WGS1634/2022	90	2	None	27872:27938	bigDeletion
USA/WA-CDC-UW22010909039/2022	91	2	None	27863:27908	bigDeletion
USA/WA-USAFSAM-S11941/2022	92	2	None	27885:27981	bigDeletion
USA/WA-USAFSAM-S11444/2021	92	2	None	27885:27981	bigDeletion
USA/WA-USAFSAM-S12988/2022	92	2	None	27885:27981	bigDeletion
USA/WA-OHSU-15854/2022	92	2	None	27885:27981	bigDeletion
USA/WA-USAFSAM-S11276/2021	93	3	None	27885:28280	bigDeletion
USA/WA-USAFSAM-S12728/2022	93	3	None	27885:28280	bigDeletion
USA/WA-USAFSAM-S11281/2021	93	3	None	27885:28280	bigDeletion
USA/WA-USAFSAM-S11279/2021	93	3	None	27885:28280	bigDeletion
USA/WA-USAFSAM-S11265/2021	93	3	None	27885:28280	bigDeletion
USA/WA-USAFSAM-S11282/2021	94	2	None	27886:28346	bigDeletion
USA/WA-USAFSAM-S11442/2021	94	2	None	27886:28346	bigDeletion
USA/WA-PHL-015941/2022	95	2	None	27417:27768	bigDeletion
USA/WA-PHL-009319/2021	96	2	None	27880:27921	bigDeletion
USA/WA-CDC-UW22021502357/2022	96	2	None	27880:27921	bigDeletion
USA/WA-PHL-009157/2021	96	2	None	27880:27921	bigDeletion
USA/WA-S16136/2022	97	3	None	27865:28239	bigDeletion
USA/WA-S16650/2022	97	3	None	27865:28239	bigDeletion
USA/WY-USAFSAM-S13551/2022	98	2	None	27885:27998	bigDeletion
USA/WA-OHSU-15673/2021	99	2	None	27872:27923	bigDeletion
USA/WA-CDC-UW21121934822/2021	100	2	None	27751:28082	bigDeletion
USA/WA-CDC-UW22031453758/2022	101	2	None	27872:27945	bigDeletion
USA/WA-UW-22011097095/2022	102	2	None	27880:27919	bigDeletion
USA/WA-CDC-UW21122943790/2021	103	2	None	27883:27916	bigDeletion
USA/WA-CDC-UW22010904914/2022	103	2	None	27883:27916	bigDeletion
USA/WA-CDC-UW21121872369/2021	103	2	None	27883:27916	bigDeletion
USA/WA-CDC-UW21122987308/2021	103	2	None	27883:27916	bigDeletion
USA/WA-CDC-UW22010794853/2022	103	2	None	27883:27916	bigDeletion
USA/WA-CDC-UW22010570756/2022	103	2	None	27883:27916	bigDeletion
USA/WA-CDC-UW22032642576/2022	103	2	None	27883:27916	bigDeletion
USA/WA-CDC-UW21123138464/2021	104	2	None	27799:28088	bigDeletion
USA/WA-CDC-UW22010998739/2022	105	2	None	27855:27919	bigDeletion
USA/WA-CDC-UW22020930116/2022	106	2	None	27764:27794	bigDeletion
USA/WA-CDC-UW21122039065/2021	107	2	None	27748:28088	bigDeletion
Nigeria/BCVL_GHRU_32998_S51/2022	108	2	None	27857:28079	bigDeletion
USA/WA-CDC-UW22031426833/2022	109	4	None	27872:27945	bigDeletion
USA/WA-CDC-UW22020360467/2022	109	4	None	27872:27945	bigDeletion
USA/WA-CDC-UW22020376070/2022	109	4	None	27872:27945	bigDeletion
USA/WA-CDC-UW22020413558/2022	109	4	None	27872:27945	bigDeletion
USA/WA-USAFSAM-S11436/2021	110	2	None	27885:28282	bigDeletion
USA/WA-CDC-UW22031058002/2022	111	2	None	27872:27945	bigDeletion
USA/WA-PHL-014935/2022	111	2	None	27872:27945	bigDeletion
USA/WA-CDC-UW22010246915/2022	112	2	None	27882:27921	bigDeletion
USA/WA-PHL-014891/2022	113	2	None	27396:27832	bigDeletion
USA/IN-INSPHL-16152/2022	113	2	None	27396:27832	bigDeletion
Austria/AGES-619892/2021	114	2	None	27872:28699	bigDeletion
Niger/CE-2569/2022	115	2	None	27872:28545	bigDeletion
Austria/AGES-165383/2021	116	2	None	27872:28085	bigDeletion
HongKong/HK-HKPU-12404/2021	116	2	None	27872:28085	bigDeletion
Mauritius/388156/2021	116	2	None	27872:28085	bigDeletion
Nigeria/GEL/09-21/0548/2021	116	2	None	27872:28085	bigDeletion
Iran/AN1130/2021	116	2	None	27872:28085	bigDeletion
Botswana/R72B90_BHP_AAC54160/2022	116	2	None	27872:28085	bigDeletion
Malawi/NHRL-0463/2022	116	2	None	27872:28085	bigDeletion
DRC/INRB-RDC-1012/2021	117	2	None	27872:28699	bigDeletion
Togo/NMIMR-TGS-938/2021	118	2	None	27872:28699	bigDeletion
Denmark/DCGC-291805/2021	119	2	None	27874:28104	bigDeletion
Congo/RC-439/2021	120	2	None	27872:28699	bigDeletion
Congo/FCRM-176-14828/2022	120	2	None	27872:28699	bigDeletion
DRC/INRB-RDC-720/2021	120	2	None	27872:28699	bigDeletion
Congo/RC-356/2021	120	2	None	27872:28699	bigDeletion
Moldova/G0062/2022	121	2	None	27872:28699	bigDeletion
Liechtenstein/FL-Risch-2231800425/2022	122	2	None	27872:28675	bigDeletion
Togo/NMIMR-TGS-63/2022	123	2	None	27872:28429	bigDeletion
Botswana/R43B15_BHP_000842375/2021	123	2	None	27872:28429	bigDeletion
Togo/NMIMR-TGS-134-22/2022	124	2	None	27872:28699	bigDeletion
Armenia/IMB17-13/2022	125	2	None	27872:27923	bigDeletion
Congo/RC-399/2021	125	2	None	27872:27923	bigDeletion
DRC/INRB-RDC-791/2021	125	2	None	27872:27923	bigDeletion
USA/WA-USAFSAM-S11269/2022	126	2	None	27880:27956	bigDeletion
USA/WA-OHSU-15613/2021	126	2	None	27880:27956	bigDeletion
USA/WA-USAFSAM-S11270/2021	126	2	None	27880:27956	bigDeletion
Botswana/R59B57_BHP_AAC44136/2021	126	2	None	27880:27956	bigDeletion
Belgium/ULG-22181/2021	127	2	None	27872:28030	bigDeletion
Liechtenstein/FL-Risch-2241300613/2022	127	2	None	27872:28030	bigDeletion
Belgium/CHUNamur13954780/2022	127	2	None	27872:28030	bigDeletion
USA/WA-PHL-009295/2021	128	2	None	27857:28031	bigDeletion
USA/WA-CDC-UW22010805571/2022	129	2	None	27867:27947	bigDeletion
Iceland/DCGN-0008090/2021	129	2	None	27867:27947	bigDeletion
Ireland/D-NVRL-M21IRL00740957/2021	130	2	None	27883:28699	bigDeletion
USA/TX-DSHS-13919/2021	130	2	None	27883:28699	bigDeletion
USA/WA-CDC-UW21121585902/2021	131	2	None	27868:27963	bigDeletion
USA/MT-FYR-1319/2021	132	2	None	27872:28699	bigDeletion
USA/AK-PHL16908/2021	133	2	None	27854:28104	bigDeletion
USA/WA-CDC-UW22022436495/2022	134	2	None	27872:27945	bigDeletion
USA/WA-CDC-UW22012269368/2022	135	2	None	27862:28038	bigDeletion
USA/WA-PHL-008712/2021	136	2	None	27869:28104	bigDeletion
NewZealand/21MV3774/2021	137	2	None	27883:28410	bigDeletion
Zimbabwe/S_3039_B26/2021	137	2	None	27883:28410	bigDeletion
Liechtenstein/FL-Risch-2211202189/2021	137	2	None	27883:28410	bigDeletion
USA/DE-USAFSAM-S10172/2021	138	2	None	27885:28267	bigDeletion
Austria/AGES-603566/2022	139	2	None	27872:28699	bigDeletion
USA/WA-PHL-008286/2021	140	2	None	27874:27919	bigDeletion
Canada/BC-BCCDC-311362/2021	140	2	None	27874:27919	bigDeletion
USA/WA-PHL-008016/2021	141	2	None	27872:27945	bigDeletion
SriLanka/aicbu2579/2021	141	2	None	27872:27945	bigDeletion
USA/WA-PHL-008548/2021	141	2	None	27872:27945	bigDeletion
USA/WA-CDC-UW22021222618/2022	141	2	None	27872:27945	bigDeletion
Ghana/TRA-2309/2021	141	2	None	27872:27945	bigDeletion
USA/MS-USAFSAM-S11455/2022	142	2	None	27884:28674	bigDeletion
USA/WA-OHSU-15620/2021	143	2	None	27872:28002	bigDeletion
USA/WA-USAFSAM-S13004/2022	144	2	None	27884:28313	bigDeletion
USA/WA-CDC-UW22020431269/2022	145	2	None	27872:27945	bigDeletion
USA/WA-CDC-UW22031319406/2022	146	2	None	27872:27945	bigDeletion
USA/WA-PHL-009942/2021	147	2	None	27878:27982	bigDeletion
USA/WA-CDC-LC0537641/2022	148	2	None	27414:27977	bigDeletion
USA/WA-CDC-UW22021696995/2022	149	4	None	27381:28204	bigDeletion
USA/WA-S18983/2022	149	4	None	27381:28204	bigDeletion
USA/WA-S18980/2022	149	4	None	27381:28204	bigDeletion
USA/WA-CDC-UW22013130197/2022	150	2	None	27869:27910	bigDeletion
USA/WA-CDC-UW21121341079/2021	151	2	None	27855:27897	bigDeletion
Guinea/LFHVG-G0493/2021	152	2	None	27872:28699	bigDeletion
Chad/TCH-016/2021	152	2	None	27872:28699	bigDeletion
USA/CA-CDPH-3000325592/2022	153	2	None	27790:27841	bigDeletion
USA/WA-PHL-015233/2022	154	2	None	27685:27760	bigDeletion
USA/TX-KVI132059/2021	155	2	None	27854:28081	bigDeletion
USA/TX-KVI132060/2021	155	2	None	27854:28081	bigDeletion
USA/WA-UW-21123040566/2021	156	3	None	27844:27880	bigDeletion
USA/WA-CDC-UW21121737558/2021	156	3	None	27844:27880	bigDeletion
USA/WA-CDC-UW21122012100/2021	157	2	None	27855:27890	bigDeletion
USA/WA-CDC-UW21121763221/2021	158	5	None	27845:28085	bigDeletion
USA/WA-CDC-UW21121762734/2021	158	5	None	27845:28085	bigDeletion
USA/WA-CDC-UW21121855235/2021	158	5	None	27845:28085	bigDeletion
USA/WA-CDC-UW21121746440/2021	158	5	None	27845:28085	bigDeletion
USA/WA-CDC-UW22010855110/2022	159	2	None	27855:28012	bigDeletion
USA/TX-KVI132169/2021	159	2	None	27855:28012	bigDeletion
USA/WA-CDC-UW22010820900/2022	160	2	None	27857:27987	bigDeletion
USA/TX-KVI132186/2021	161	2	None	27863:27906	bigDeletion
USA/WA-CDC-UW21121001666/2021	161	2	None	27863:27906	bigDeletion
USA/WA-CDC-UW21121735155/2021	162	2	None	27854:27893	bigDeletion
USA/WA-CDC-UW21121099827/2021	163	2	None	27884:27916	bigDeletion
USA/WA-CDC-UW22010994472/2022	164	2	None	27863:27897	bigDeletion
USA/WA-USAFSAM-S13778/2022	165	2	None	27884:27983	bigDeletion
USA/WA-USAFSAM-S13000/2022	166	2	None	27886:28277	bigDeletion
USA/WA-PHL-008549/2021	167	2	None	27873:27927	bigDeletion
USA/WA-CDC-UW22020831059/2022	167	2	None	27873:27927	bigDeletion
USA/WA-UW-21121854199/2021	167	2	None	27873:27927	bigDeletion
USA/WA-USAFSAM-S11936/2022	168	2	None	27884:28674	bigDeletion
USA/WA-OHSU-15612/2021	169	2	None	27887:28172	bigDeletion
USA/WA-USAFSAM-S11449/2021	169	2	None	27887:28172	bigDeletion
USA/WA-CDC-UW22010423107/2022	170	2	None	27854:28001	bigDeletion
USA/WA-USAFSAM-S11274/2021	171	2	None	27884:28686	bigDeletion
USA/WA-CDC-UW21123112881/2021	172	3	None	27879:27921	bigDeletion
USA/WA-CDC-UW21123112889/2021	172	3	None	27879:27921	bigDeletion
USA/WA-CDC-UW21123033011/2021	173	2	None	27721:27792	bigDeletion
USA/WA-CDC-UW22051606219/2022	174	3	None	27395:28246	bigDeletion
USA/WA-UW-22071180338/2022	174	3	None	27395:28246	bigDeletion
USA/WA-UW-22042593890/2022	174	3	None	27395:28246	bigDeletion
USA/WA-CDC-UW22032895288/2022	175	2	None	27384:28250	bigDeletion
USA/WA-CDC-LC0589637/2022	176	2	None	27624:28121	bigDeletion
USA/CT-CDC-LC0827435/2022	177	2	None	27886:28661	bigDeletion
USA/IN-CDC-LC0890375/2022	178	2	None	27776:28301	bigDeletion
USA/DE-DHSS-B1240955/2022	179	2	None	27354:28239	bigDeletion
USA/WA-CDC-UW22092134324/2022	180	2	None	27821:28239	bigDeletion
USA/WA-CDC-LC0916575/2022	180	2	None	27821:28239	bigDeletion
Malawi/NHRL-0401/2022	181	2	None	27872:27959	bigDeletion
USA/LA-PHL-LA-SARS2-00984/2022	182	2	None	27872:27945	bigDeletion
USA/WA-CDC-LC0839444/2022	183	2	None	27867:28245	bigDeletion
USA/WA-CDC-LC0771309/2022	184	2	None	27864:28270	bigDeletion
USA/TN-SPHL-3519/2022	185	2	None	27483:28169	bigDeletion
USA/ID-IBL-871131/2022	186	2	None	27406:27797	bigDeletion
Brazil/AM-IMTSP-CD34837/2022	187	2	None	27256:28021	bigDeletion
Zimbabwe/78127/2022	188	2	None	27510:27808	bigDeletion
USA/WA-UW-22071111705/2022	189	2	None	27860:28187	bigDeletion
Liechtenstein/FL-Risch-20220827R13337/2022	190	2	None	27872:28254	bigDeletion
Ghana/WACCBIP-GS4340/2022	191	2	None	27527:28088	bigDeletion
Hungary/101011-UPL23-000713/2023	192	2	None	27880:28154	bigDeletion
USA/TN-SPHL-5123/2022	193	2	None	27725:28088	bigDeletion
USA/HI-H2218568/2022	194	2	None	27755:27808	bigDeletion
Congo/FCRM-203-17837/2022	195	2	None	27872:27959	bigDeletion
Belize/GMI-9328782/2022	196	2	None	27870:28104	bigDeletion
USA/AR-PHL-M00619928-F1-1/2023	197	2	None	27870:28085	bigDeletion
USA/WA-CDC-UW22120616151/2022	198	2	None	27868:28217	bigDeletion
USA/NJ-PHEL-V22040347-dup1/2022	199	2	None	27678:27808	bigDeletion
USA/WA-CDC-LC0887604/2022	200	3	None	27877:28110	bigDeletion
USA/WA-CDC-LC0887586/2022	200	3	None	27877:28110	bigDeletion
USA/OK-PHL-0021024/2022	201	2	None	27885:27927	bigDeletion
USA/WA-CDC-LC0913463/2022	202	2	None	27675:27761	bigDeletion
USA/WA-UW-22051147276/2022	203	2	None	27872:27945	bigDeletion
USA/WY-WYPHL-22055629/2022	204	2	None	27511:28104	bigDeletion
USA/WA-CDC-LC0925355/2022	205	2	None	27777:28301	bigDeletion
USA/ND-NDDH-19762/2022	206	2	None	27404:27808	bigDeletion
USA/WA-CDC-UW22071824805/2022	207	2	None	27645:28021	bigDeletion
Guam/GU-CDC-2-6357540/2022	208	2	None	27700:27758	bigDeletion
DRC/INRB-RDC-1108/2022	209	2	None	27872:28699	bigDeletion
USA/WA-CDC-LC0826523/2022	210	2	None	27204:28270	bigDeletion
USA/AR-PHL-M00615737-F1-1/2022	211	2	None	27725:27768	bigDeletion
USA/WA-PHL-030255/2022	212	2	None	27878:27983	bigDeletion
USA/CT-YPL22-40126/2022	213	2	None	27856:28088	bigDeletion
USA/WA-CDC-UW22100157323/2022	214	4	None	27885:28203	bigDeletion
USA/WA-CDC-UW22100411205/2022	214	4	None	27885:28203	bigDeletion
USA/WA-CDC-LC0918594/2022	214	4	None	27885:28203	bigDeletion
USA/WA-PHL-029638/2022	214	4	None	27885:28203	bigDeletion
USA/WA-CDC-UW22090621822/2022	215	2	None	27256:28021	bigDeletion
USA/WA-CDC-UW22112863373/2022	216	2	None	27687:27758	bigDeletion
USA/NH-CDC-LC0931849/2022	217	2	None	27717:27759	bigDeletion
USA/WA-UW-22082064207/2022	218	2	None	27534:28229	bigDeletion
USA/WA-UW-22072464733/2022	219	2	None	27859:28214	bigDeletion
Niger/CE-OIM-M513/2022	220	2	None	27872:28580	bigDeletion
USA/WA-UW-22041183826/2022	221	2	None	27872:27945	bigDeletion
USA/WA-CDC-UW22032888314/2022	222	2	None	27877:27945	bigDeletion
USA/WA-UW-22052544924/2022	222	2	None	27877:27945	bigDeletion
USA/WA-UW-22041135256/2022	222	2	None	27877:27945	bigDeletion
Vietnam/BMH-040322-020322BM09/2022	222	2	None	27877:27945	bigDeletion
USA/WA-CDC-UW22031163773/2022	223	2	None	27872:27945	bigDeletion
USA/WA-CDC-UW22061990313/2022	224	2	None	27394:28249	bigDeletion
USA/WA-CDC-LC0803822/2022	225	2	None	27234:27939	bigDeletion
USA/WA-UW-22051084485/2022	226	2	None	27872:27945	bigDeletion
USA/WA-CDC-LC0711539/2022	227	2	None	27324:28301	bigDeletion
DRC/INRB-RDC-634/2022	228	2	None	27872:28164	bigDeletion
USA/WA-UW-22072589965/2022	229	2	None	27867:27981	bigDeletion
USA/NC-ECU-CORVASEQ-115394244/2022	230	2	None	27669:27939	bigDeletion
USA/NC-ECU-CORVASEQ-115414968/2022	231	2	None	27807:27937	bigDeletion
USA/WA-CDC-UW22080821470/2022	232	2	None	27394:28246	bigDeletion
