strain	cluster	depth	ORF8_misStops	ORF8_deletions	ORF8_koType
USA/WA-UW-22081982879/2022	36	4	28205-28207:TAT>TAG	None	earlyStop
USA/WA-UW-22081915829/2022	36	4	28205-28207:TAT>TAG	None	earlyStop
USA/WA-UW-22081784430/2022	36	4	28205-28207:TAT>TAG	None	earlyStop
USA/SC-CDC-QDX47214285/2023	37	2	28187-28189:GTA>TAG	None	earlyStop
USA/WA-CDC-UW23012622234/2023	38	4	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW23010668551/2023	38	4	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW23010644991/2023	38	4	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW-66108/2023	39	3	28088-28090:GGT>TAA	None	earlyStop
USA/WA-CDC-UW23031051573/2023	39	3	28088-28090:GGT>TAA	None	earlyStop
USA/WA-UW-22112910297/2022	40	2	28181-28183:AGT>TAG	None	earlyStop
USA/WA-CDC-UW23011502626/2023	41	2	28067-28069:GAA>TAA	None	earlyStop
USA/KS-KHEL-13110/2023	42	2	27947-27949:GAA>TAA	None	earlyStop
CaboVerde/BV-AG0107/2022	43	2	28052-28054:TCA>TGA	None	earlyStop
USA/WA-CDC-UW22100653985/2022	44	4	28073-28075:TGC>TGA	None	earlyStop
USA/WA-UW-22100646225/2022	44	4	28073-28075:TGC>TGA	None	earlyStop
USA/WA-CDC-UW22122477527/2022	45	2	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-QDX46448201/2023	46	3	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW23011792887/2023	47	4	28217-28219:TTA>TAG	None	earlyStop
USA/WA-CDC-UW63105/2022	48	2	28025-28027:TGG>TAG	None	earlyStop
USA/WA-IVY-G43P89W0/2022	49	2	28070-28072:TTG>TAG	None	earlyStop
USA/VA-CAV_VAS3N_00017908_01/2023	50	2	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW23011715321/2023	51	2	28160-28162:TGC>TGA	None	earlyStop
USA/WA-UW-22082026439/2022	52	2	28094-28096:AAA>TAA	None	earlyStop
USA/WA-S21888/2022	53	3	28163-28165:CAG>TAG	None	earlyStop
USA/WA-CDC-UW22111173138/2022	54	4	28082-28084:GAG>TAG	None	earlyStop
USA/WA-UW-22100326769/2022	54	4	28082-28084:GAG>TAG	None	earlyStop
USA/WA-PHL-027532/2022	54	4	28082-28084:GAG>TAG	None	earlyStop
USA/WA-CDC-LC0880918/2022	54	4	28082-28084:GAG>TAG	None	earlyStop
USA/WA-CDC-LC0887592/2022	54	4	28082-28084:GAG>TAG	None	earlyStop
USA/WA-PHL-031164/2022	55	4	27977-27979:CAA>TAA	None	earlyStop
USA/WA-CDC-UW22101042714/2022	55	4	27977-27979:CAA>TAA	None	earlyStop
USA/WA-PHL-031156/2022	55	4	27977-27979:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0897319/2022	55	4	27977-27979:CAA>TAA	None	earlyStop
USA/WA-UW-22090894573/2022	55	4	27977-27979:CAA>TAA	None	earlyStop
USA/WA-CDC-UW22091475324/2022	55	4	27977-27979:CAA>TAA	None	earlyStop
USA/WA-PHL-031511/2022	55	4	27977-27979:CAA>TAA	None	earlyStop
USA/WA-PHL-031691/2022	55	4	27977-27979:CAA>TAA	None	earlyStop
USA/WA-PHL-031692/2022	55	4	27977-27979:CAA>TAA	None	earlyStop
USA/WA-ASC-210803363/2022	56	4	28208-28210:GAA>TAA	None	earlyStop
USA/WA-UW-22100656938/2022	56	4	28208-28210:GAA>TAA	None	earlyStop
USA/WA-UW-22100645059/2022	56	4	28208-28210:GAA>TAA	None	earlyStop
USA/WA-CDC-UW22080836904/2022	57	4	27947-27949:GAA>TAA	None	earlyStop
USA/WA-UW-22081597349/2022	57	4	27947-27949:GAA>TAA	None	earlyStop
USA/WA-CDC-LC0887618/2022	58	6	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-029665/2022	58	6	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-22092113430/2022	58	6	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW22091103145/2022	58	6	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0883993/2022	58	6	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW22090765202/2022	58	6	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW22092180673/2022	58	6	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW22092122130/2022	58	6	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0951039/2022	59	3	28217-28219:TTA>TAG	None	earlyStop
USA/WA-CDC-QDX44926022/2022	60	2	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW22101749972/2022	61	4	27947-27949:GAA>TAA	None	earlyStop
USA/WA-CDC-LC0909822/2022	61	4	27947-27949:GAA>TAA	None	earlyStop
USA/WA-UW-22102261259/2022	61	4	27947-27949:GAA>TAA	None	earlyStop
USA/WA-UW-22101034013/2022	61	4	27947-27949:GAA>TAA	None	earlyStop
USA/WA-PHL-030589/2022	61	4	27947-27949:GAA>TAA	None	earlyStop
USA/WA-UW-22101733532/2022	61	4	27947-27949:GAA>TAA	None	earlyStop
USA/WA-UW-22101871284/2022	61	4	27947-27949:GAA>TAA	None	earlyStop
USA/WA-CDC-LC0874835/2022	62	8	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0770918/2022	62	8	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-UW22101688681/2022	62	8	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-UW22091953331/2022	62	8	27944-27946:CAA>TAA	None	earlyStop
USA/WA-UW-22091989162/2022	62	8	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-UW22070658446/2022	62	8	27944-27946:CAA>TAA	None	earlyStop
Barbados/164602/2022	62	8	27944-27946:CAA>TAA	None	earlyStop
USA/WA-UW-22091245832/2022	62	8	27944-27946:CAA>TAA	None	earlyStop
USA/WA-UW-22091249262/2022	62	8	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-UW22101475424/2022	62	8	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-UW22101456888/2022	62	8	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-UW22101067403/2022	62	8	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-UW22101433338/2022	62	8	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-UW22090738418/2022	62	8	27944-27946:CAA>TAA	None	earlyStop
USA/WA-UW-22110391542/2022	62	8	27944-27946:CAA>TAA	None	earlyStop
USA/WA-UW-22110103190/2022	62	8	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0916813/2022	63	3	28088-28090:GGT>TAA	None	earlyStop
USA/WA-CDC-UW22100237807/2022	64	4	27971-27973:CAA>TAA	None	earlyStop
USA/DC-CDC-LC0892094/2022	65	3	28160-28162:TGC>TGA	None	earlyStop
USA/WA-PHL-027007/2022	66	2	28079-28081:GAT>TGA	None	earlyStop
USA/WA-CDC-LC0866324/2022	67	2	27959-27961:CAG>TAG	None	earlyStop
USA/WA-CDC-UW22093017127/2022	68	2	28208-28210:GAA>TAA	None	earlyStop
USA/WA-CDC-LC0866330/2022	69	2	27944-27946:CAA>TAA	None	earlyStop
USA/WA-UW-22100128903/2022	70	3	28208-28210:GAA>TAA	None	earlyStop
USA/WA-CDC-UW22091924834/2022	71	3	27959-27961:CAG>TAG	None	earlyStop
USA/ND-CDC-2-6559991/2022	71	3	27959-27961:CAG>TAG	None	earlyStop
USA/WA-UW-22092345767/2022	72	3	28220-28222:GAG>TAG	None	earlyStop
USA/WA-UW-22081719570/2022	73	2	27947-27949:GAA>TAA	None	earlyStop
USA/WA-PHL-025217/2022	74	2	28163-28165:CAG>TAG	None	earlyStop
USA/WA-CDC-LC0874843/2022	75	2	27944-27946:CAA>TAA	None	earlyStop
USA/WA-UW-22062985614/2022	76	2	27959-27961:CAG>TAG	None	earlyStop
USA/WA-CDC-LC0908281/2022	77	4	28082-28084:GAG>TAG	None	earlyStop
USA/WA-CDC-LC0884257/2022	77	4	28082-28084:GAG>TAG	None	earlyStop
USA/WA-UW-22082352186/2022	77	4	28082-28084:GAG>TAG	None	earlyStop
Hungary/100120-UPL23-000194/2023	78	5	27944-27946:CAA>TAA	None	earlyStop
USA/WA-UW-22100630729/2022	78	5	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0908547/2022	78	5	27944-27946:CAA>TAA	None	earlyStop
USA/WA-UW-22092988703/2022	78	5	27944-27946:CAA>TAA	None	earlyStop
USA/WA-UW-22092694065/2022	78	5	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-UW22102349874/2022	79	2	27944-27946:CAA>TAA	None	earlyStop
USA/WY-CDC-LC1033708/2023	80	2	28208-28210:GAA>TAA	None	earlyStop
USA/RI-CDC-LC0946316/2022	81	2	28091-28093:TCT>TAA	None	earlyStop
USA/AZ-ASU86672/2022	82	2	27959-27961:CAG>TAG	None	earlyStop
USA/WA-CDC-LC0739705/2022	83	2	27989-27991:GTT>TGA	None	earlyStop
USA/WA-UW-22071454580/2022	84	3	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-22041540364/2022	85	2	27914-27916:GGA>TGA	None	earlyStop
USA/WA-CDC-UW22101694139/2022	86	3	28040-28042:GGA>TGA	None	earlyStop
USA/WA-UW-22110494548/2022	87	2	28208-28210:GAA>TAA	None	earlyStop
USA/WA-PHL-019759/2022	88	3	28070-28072:TTG>TAG	None	earlyStop
USA/WA-UW-22061926505/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
Nigeria/NCDC-NR-GL-005150/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-UW-22033108727/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
Nigeria/NCDC-NR-GL-004811/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-UW-22042428784/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-UW-22033119455/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-UW-22042560748/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0608845/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
Mongolia/UB-63220/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-PHL-019545/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-UW-22040128798/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/AZ-TG1332009/2021	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0640472/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0606052/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-PHL-019051/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0608509/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
Bahrain/400028204/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-PHL-019844/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-PHL-020844/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-OHSU-222270476/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-UW-22062075575/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-PHL-022177/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-PHL-020155/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-PHL-020158/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-PHL-020668/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0608488/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/NJ-ASC-210840591/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-UW-22052495838/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-UW-22051075629/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-S20390/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-S20224/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0608820/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0606054/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-S20253/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-PHL-019135/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-PHL-020600/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0590917/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0620452/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-PHL-019426/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-PHL-020766/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0602555/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-S20354/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-S20569/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-PHL-019561/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-ASC-210841003/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-UW-22051886549/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-PHL-020010/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-UW-22051579521/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-S20371/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0640902/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0658457/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-PHL-019428/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-UW-22042586066/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-PHL-019232/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-S19871/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-PHL-019298/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-S20620/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-PHL-019785/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-S20157/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0602544/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0590919/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-QDX36157435/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-S19783/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0589655/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-S19797/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-S20280/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-S20269/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-UW22050358530/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-UW-22042082795/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-UW-22051520929/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-UW-22050653931/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-UW-22052906241/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-UW22051729643/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-UW22051867683/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-S20408/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
NorthMacedonia/IPH-MKD-5187/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
Estonia/RC0694422/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/NY-PRL-2022_0509_02H17/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0658420/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-ASC-210768276/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-PHL-021058/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0619436/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0606043/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0619362/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0706700/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/WA-S20074/2022	89	6	27944-27946:CAA>TAA	None	earlyStop
USA/AL-ASC-210768871/2022	90	7	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0659312/2022	90	7	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0704436/2022	90	7	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0704437/2022	90	7	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-22042455016/2022	90	7	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S20035/2022	90	7	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S20038/2022	90	7	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S20039/2022	90	7	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S19942/2022	90	7	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S19947/2022	90	7	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW22060753365/2022	90	7	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW22060711873/2022	90	7	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-22062176530/2022	90	7	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-016271/2022	91	2	27971-27973:CAA>TAA	None	earlyStop
Cambodia/g0523039/2022	92	2	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-22041118238/2022	93	2	27944-27946:CAA>TAA	None	earlyStop
Myanmar/DSMRC-079/2022	94	2	28046-28048:AGA>TGA	None	earlyStop
USA/WA-UW-22040233960/2022	95	2	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0723735/2022	96	2	28208-28210:GAA>TAA	None	earlyStop
USA/WA-CDC-UW22052233751/2022	97	3	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW22052295243/2022	97	3	27971-27973:CAA>TAA	None	earlyStop
PuertoRico/PR-ASC-210768680/2022	98	2	28052-28054:TCA>TGA	None	earlyStop
Spain/CL-COV31928/2022	99	2	28028-28030:TAT>TAG	None	earlyStop
USA/WA-CDC-LC0660267/2022	100	2	28166-28168:GAA>TAA	None	earlyStop
USA/WA-CDC-LC0603003/2022	101	5	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S19669/2022	101	5	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0659507/2022	101	5	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0580633/2022	101	5	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-22042565969/2022	101	5	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0704498/2022	101	5	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0620424/2022	101	5	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-QDX37664316/2022	101	5	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S20433/2022	101	5	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-023690/2022	101	5	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW22050181442/2022	101	5	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-22042280309/2022	101	5	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0695916/2022	101	5	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-QDX37212522/2022	101	5	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-022162/2022	101	5	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-023492/2022	101	5	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0724360/2022	101	5	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-022738/2022	101	5	27971-27973:CAA>TAA	None	earlyStop
Guam/GU-H227925/2022	102	3	28166-28168:GAA>TAA	None	earlyStop
USA/WA-PHL-017176/2022	103	3	27944-27946:CAA>TAA	None	earlyStop
USA/WY-WYPHL-22047454/2022	104	2	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-QDX43942993/2022	105	2	27908-27910:TTC>TAG	None	earlyStop
USA/WA-CDC-LC0569959/2022	106	3	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0573662/2022	106	3	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0573642/2022	106	3	27944-27946:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0639185/2022	107	2	27944-27946:CAA>TAA	None	earlyStop
USA/WA-UW-22062097843/2022	108	3	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0654280/2022	108	3	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0786498/2022	109	3	27977-27979:CAA>TAA	None	earlyStop
USA/WA-CDC-UW22062206372/2022	110	3	28040-28042:GGA>TGA	None	earlyStop
USA/WA-CDC-LC0686267/2022	110	3	28040-28042:GGA>TGA	None	earlyStop
USA/WA-CDC-LC0791352/2022	110	3	28040-28042:GGA>TGA	None	earlyStop
