strain	cluster	depth	ORF7b_misStops	ORF7b_deletions	ORF7b_koType
USA/WA-UW-2021040108906/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21050683210/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21050412540/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-S9382/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-S7050/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-S8445/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-S10372/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21042392473/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21042043684/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21050160968/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-S7459/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-C25CASKNK5BMSNS5/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-PHL-000663/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-2021040501887/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-2021041330483/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-2021040302890/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-2021040654016/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-2FJYGKYZHDZAFCE6/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21042679760/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21042492459/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21042916798/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-2021041479781/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-S3JIKEQOTJVK4CQ4/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-LDS6JMLUWPW7KSBR/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-S8113/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21042689386/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21042658229/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21043011043/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21051181518/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21050477757/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21051218184/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21050432727/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21050571678/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21042846292/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21050635330/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21051505472/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21041904703/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21051719721/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21051365813/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21051261424/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21052255154/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21051211443/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-JEQ6WCWPQQW7LUUR/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21043069584/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21043095819/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21042349877/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-LC0059426/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-DHCEF24BFPBGVXXS/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21050605180/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21050557572/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-BQZYFUVVBAETNSTS/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21052774458/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21050646998/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21051706083/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21051280229/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21052197362/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-LC0056250/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-LC0060043/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-PROV-1294/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-PROV-1299/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-PROV-1290/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-PROV-1291/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21042956213/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21050346604/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21050384023/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21050633846/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21043059557/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-2021040532425/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21042901836/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21050300631/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21042719815/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21050317291/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21042773973/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21043066329/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21050104424/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21042832250/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-S7632/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-R7XRTP7IMQFE2IV2/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21042846978/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21042927914/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21050103839/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21051008574/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-S8197/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-TZOQ65JT4TAJX6B3/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-GR4QLGRJIYMRB7DF/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-S8204/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-25B5WLNGYKEDY4DV/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-AXA5T2GTDULY2IT2/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21051526391/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21051489979/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21052539219/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21052668354/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21053191682/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-S8451/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-2021040204295/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-S8432/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-S8247/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21050327126/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-S10402/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21041695958/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21051016513/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21042330289/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21043051471/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-S9699/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21051101140/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21051454905/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21052404385/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-CDC-UW21051123290/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21042881584/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
USA/WA-UW-21050544340/2021	10	10	27761-27763:GAA>TAA	None	earlyStop
Romania/DJ85054/2021	11	2	27794-27796:TTA>TAG	None	earlyStop
Ireland/KY-NVRL-e84IRL61133/2021	12	2	27851-27853:GAA>TAA	None	earlyStop
mink/Lithuania/NFVRAI-11300-3/2021	13	2	27848-27850:CTT>TGA	None	earlyStop
Kosovo/ChVir25780_26/2021	14	3	27758-27760:ATT>TAA	None	earlyStop
Kosovo/ChVir25780_17/2021	14	3	27758-27760:ATT>TAA	None	earlyStop
Chile/BI-139733/2021	15	2	27755-27757:ATG>TAA	None	earlyStop
Djibouti/NAMRU3_G169/2021	16	2	27839-27841:TGG>TGA	None	earlyStop
USA/WA-UW-2021040633666/2021	17	2	None	27529:27790	bigDeletion
Senegal/177549/2021	18	2	None	27527:27791	bigDeletion
India/PB-IGIB-SBS1047931/2021	19	2	None	27836:28088	bigDeletion
USA/NC-ECU-CORVASEQ-106530675/2021	20	2	None	27529:27803	bigDeletion
USA/NY-CDC-STM-000009052/2021	21	2	None	27528:27799	bigDeletion
USA/WI-UW-4126/2021	22	2	None	27511:27808	bigDeletion
Kenya/ILRI_COVM01303/2021	23	2	None	27190:27808	bigDeletion
TrinidadandTobago/60348/2021	24	2	None	27714:27808	bigDeletion
USA/NM-NMDOH-2021083628/2021	25	2	None	27617:27798	bigDeletion
Senegal/SN-IR1-0029509/2021	26	2	None	27725:27778	bigDeletion
Gambia/15248/2021	26	2	None	27725:27778	bigDeletion
Gambia/19173/2021	26	2	None	27725:27778	bigDeletion
Gambia/15249/2021	26	2	None	27725:27778	bigDeletion
Gambia/024461/2021	26	2	None	27725:27778	bigDeletion
USA/AL-Lee-SL-21043060005/2021	27	2	None	27844:27916	bigDeletion
USA/VA-CDC-QDX26764052/2021	28	2	None	27677:27808	bigDeletion
USA/WA-S7774/2021	29	2	None	27671:27790	bigDeletion
USA/KS-KHEL-5210/2021	30	4	None	27722:27758	bigDeletion
USA/KS-KHEL-3665/2021	30	4	None	27722:27758	bigDeletion
USA/AK-PHL10059/2021	30	4	None	27722:27758	bigDeletion
USA/AK-PHL10118/2021	30	4	None	27722:27758	bigDeletion
Jamaica/34614/2021	31	2	None	27608:27791	bigDeletion
Jamaica/92129/2021	31	2	None	27608:27791	bigDeletion
USA/SC-DHEC-1408/2021	32	2	None	27527:27782	bigDeletion
USA/WA-S8243/2021	33	2	None	27528:27791	bigDeletion
USA/IL-S21WGS2667/2021	34	2	None	27750:27784	bigDeletion
USA/NJ-PHEL-V21002606/2021	35	2	None	27511:27808	bigDeletion
USA/OH-GD-SID-21042363772/2021	36	2	None	27532:27762	bigDeletion
USA/WA-S8446/2021	37	2	None	27725:27790	bigDeletion
USA/WA-S9309/2021	37	2	None	27725:27790	bigDeletion
Qatar/QA.QU_18.12.F5/2021	38	2	None	27511:27808	bigDeletion
Ecuador/USFQ-1093/2021	39	2	None	27511:27808	bigDeletion
Ecuador/USFQ-1310/2021	40	2	None	27511:27808	bigDeletion
Guinea/Conakry_21225/2021	41	2	None	27527:27791	bigDeletion
Qatar/QA-QU_17-F1/2021	42	2	None	27511:27808	bigDeletion
Qatar/QA-QU_17-G1/2021	42	2	None	27511:27808	bigDeletion
Qatar/QA-QU_17-G4/2021	42	2	None	27511:27808	bigDeletion
USA/WA-S8697/2021	43	2	None	27741:27790	bigDeletion
USA/WA-S8361/2021	44	2	None	27552:27790	bigDeletion
USA/WA-CDC-UW21051271521/2021	45	2	None	27715:27790	bigDeletion
USA/WA-IVY-ZZX9LFLY/2021	45	2	None	27715:27790	bigDeletion
USA/WA-S8154/2021	46	2	None	27737:27783	bigDeletion
USA/WA-S6095/2021	46	2	None	27737:27783	bigDeletion
USA/WA-S7751/2021	46	2	None	27737:27783	bigDeletion
USA/WA-S8013/2021	46	2	None	27737:27783	bigDeletion
USA/WA-S9216/2021	46	2	None	27737:27783	bigDeletion
USA/WA-S7371/2021	46	2	None	27737:27783	bigDeletion
USA/WA-S8702/2021	46	2	None	27737:27783	bigDeletion
PuertoRico/PR-CDC-ASC210236635/2021	47	2	None	27627:27797	bigDeletion
USA/WA-CDC-UW21050335924/2021	48	2	None	27527:27784	bigDeletion
Cyprus/BMV1400/2021	49	2	None	27530:27790	bigDeletion
USA/WA-Curative-076787/2021	50	2	None	27527:27791	bigDeletion
USA/WA-OHSU-212070160/2021	51	2	None	27528:27792	bigDeletion
USA/WA-PHL-003866/2021	52	2	None	27712:27763	bigDeletion
USA/WY-WYPHL-21035806/2021	53	2	None	27524:27808	bigDeletion
USA/WY-WPHL-21025166-44291/2021	54	2	None	27511:27808	bigDeletion
USA/WA-S6043/2021	55	2	None	27629:27785	bigDeletion
USA/WA-S5736/2021	55	2	None	27629:27785	bigDeletion
USA/WA-S5733/2021	55	2	None	27629:27785	bigDeletion
USA/WA-S8085/2021	56	2	None	27527:27791	bigDeletion
USA/WA-S5889/2021	57	2	None	27647:27790	bigDeletion
USA/WA-UW-21042747964/2021	58	2	None	27527:27790	bigDeletion
USA/WA-UW-21051065669/2021	59	2	None	27751:27784	bigDeletion
Argentina/INEI111678/2021	60	2	None	27511:27755	bigDeletion
USA/NJ-Yale-S141/2021	61	2	None	27618:27790	bigDeletion
Israel/CVL-12532/2021	61	2	None	27618:27790	bigDeletion
Canada/AB-ABPHL-21292/2021	62	2	None	27762:27804	bigDeletion
Canada/AB-ABPHL-42593/2021	63	2	None	27872:28699	bigDeletion
England/PHEC-V30AV73B/2021	64	2	None	27825:28104	bigDeletion
Israel/CVL-7027/2021	65	2	None	27527:27790	bigDeletion
Argentina/INEI108073/2021	66	2	None	27695:27758	bigDeletion
USA/WA-UW-21043094927/2021	67	2	None	27649:27790	bigDeletion
USA/VT-CDC-ASC210031535/2021	68	2	None	27529:27789	bigDeletion
USA/WA-CDC-UW21060183504/2021	69	2	None	27684:27784	bigDeletion
USA/WA-CDC-UW21051392040/2021	69	2	None	27684:27784	bigDeletion
USA/WA-UW-21061012324/2021	70	2	None	27528:27771	bigDeletion
Israel/ICH-760596828/2021	71	2	None	27529:27789	bigDeletion
USA/WA-UW-21050382480/2021	72	2	None	27743:27784	bigDeletion
USA/WA-S8237/2021	72	2	None	27743:27784	bigDeletion
USA/WA-S6841/2021	72	2	None	27743:27784	bigDeletion
USA/WA-UW-21041963764/2021	72	2	None	27743:27784	bigDeletion
USA/WA-CDC-UW21050470007/2021	72	2	None	27743:27784	bigDeletion
USA/WA-CDC-UW21050302836/2021	72	2	None	27743:27784	bigDeletion
USA/WA-S6532/2021	72	2	None	27743:27784	bigDeletion
USA/WA-UW-2021040926638/2021	72	2	None	27743:27784	bigDeletion
USA/WA-S7040/2021	73	2	None	27527:27791	bigDeletion
USA/WA-UW-21041932788/2021	74	2	None	27558:27790	bigDeletion
USA/WA-CDC-UW21050642792/2021	75	2	None	27754:27790	bigDeletion
USA/WA-UW-21052891602/2021	76	2	None	27556:27790	bigDeletion
USA/WA-UW-21051216368/2021	76	2	None	27556:27790	bigDeletion
USA/WA-CDC-UW21051809567/2021	77	2	None	27665:27790	bigDeletion
USA/WA-Altius-ALTCOV-TT432U736BWWWIDK/2021	78	2	None	27751:27784	bigDeletion
USA/WA-S7039/2021	79	2	None	27758:27790	bigDeletion
USA/WA-S7037/2021	79	2	None	27758:27790	bigDeletion
USA/WA-S7038/2021	79	2	None	27758:27790	bigDeletion
USA/WA-UW-2021041497498/2021	80	2	None	27527:27790	bigDeletion
USA/WA-CDC-UW21050664728/2021	81	2	None	27527:27790	bigDeletion
USA/WA-S6989/2021	81	2	None	27527:27790	bigDeletion
USA/NJ-Yale-S241/2021	82	2	None	27511:27808	bigDeletion
USA/NM-DOH-2021080000/2021	83	2	None	27611:27792	bigDeletion
USA/NM-NMDOH-2021080091/2021	83	2	None	27611:27792	bigDeletion
USA/NM-NMDOH-2021079809/2021	83	2	None	27611:27792	bigDeletion
USA/NM-DOH-2021079866/2021	83	2	None	27611:27792	bigDeletion
USA/NM-DOH-2021079973/2021	83	2	None	27611:27792	bigDeletion
USA/NM-UNM-TC240664/2021	84	2	None	27735:27787	bigDeletion
USA/MS-CDC-2-4058274/2021	85	2	None	27562:27788	bigDeletion
USA/UT-UPHL-210476351704/2021	85	2	None	27562:27788	bigDeletion
USA/VA-DCLS-4216/2021	85	2	None	27562:27788	bigDeletion
USA/MD-HP06240/2021	86	2	None	27511:27808	bigDeletion
USA/WA-S7058/2021	87	2	None	27527:27791	bigDeletion
USA/WA-S6604/2021	88	2	None	27679:27764	bigDeletion
USA/WA-UW-66380/2021	88	2	None	27679:27764	bigDeletion
USA/WA-S6926/2021	88	2	None	27679:27764	bigDeletion
USA/WA-UW-67399/2021	88	2	None	27679:27764	bigDeletion
USA/WA-S6710/2021	89	2	None	27649:27790	bigDeletion
USA/WA-UW-21042647865/2021	90	2	None	27666:27790	bigDeletion
USA/WA-UW-2021033009173/2021	91	2	None	27640:27784	bigDeletion
USA/WA-S6925/2021	92	3	None	27549:27790	bigDeletion
USA/WA-S6635/2021	92	3	None	27549:27790	bigDeletion
USA/WA-UW-21041920050/2021	93	2	None	27677:27784	bigDeletion
India/JK-NCDC-4709354/2021	94	2	None	27526:27761	bigDeletion
Indonesia/JK-NIHRD-WGS12896/2021	95	2	None	27725:27808	bigDeletion
Kenya/SS2862/2020	96	2	None	27511:27808	bigDeletion
France/NAQ-HCL021141599601/2021	97	2	None	27511:27808	bigDeletion
Barbados/59721/2021	98	2	None	27720:27808	bigDeletion
Barbados/79855/2021	99	3	None	27511:27808	bigDeletion
Barbados/77905/2021	99	3	None	27511:27808	bigDeletion
Barbados/77897/2021	99	3	None	27511:27808	bigDeletion
USA/AL-CDC-ASC210013023/2021	100	2	None	27697:27791	bigDeletion
Slovakia/UVZ_PL14_D3_9005/2021	101	2	None	27591:27777	bigDeletion
USA/OR-OHSU-212110347/2021	102	2	None	27702:27768	bigDeletion
USA/AK-PHL7780/2021	103	2	None	27697:27784	bigDeletion
USA/WA-PHL-001230/2021	104	2	None	27511:27808	bigDeletion
USA/WA-S9256/2021	105	2	None	27688:27760	bigDeletion
USA/WA-S9825/2021	105	2	None	27688:27760	bigDeletion
USA/NC-UNCC-000183/2020	106	2	None	27511:27808	bigDeletion
Indonesia/JK-GSILab-491766/2021	107	2	None	27511:27808	bigDeletion
USA/UT-UPHL-210914939255/2021	108	2	None	27749:27803	bigDeletion
Israel/CVL-13838/2021	109	2	None	27527:27790	bigDeletion
Austria/AGES_608017/2021	110	3	None	27349:27760	bigDeletion
Austria/CeMM12903/2021	110	3	None	27349:27760	bigDeletion
Austria/CeMM12974/2021	110	3	None	27349:27760	bigDeletion
CzechRepublic/NRL_9689/2021	111	2	None	27773:27805	bigDeletion
USA/WA-UW-2021041344504/2021	112	2	None	27527:27789	bigDeletion
USA/DE-B1099543-5-2/2021	113	2	None	27602:27808	bigDeletion
USA/WA-Curative-057253/2021	114	3	None	27528:27789	bigDeletion
USA/OR-OHSU-212110737/2021	114	3	None	27528:27789	bigDeletion
USA/OR-OHSU-211800342/2021	114	3	None	27528:27789	bigDeletion
USA/DE-B1099576-6-14/2021	115	2	None	27717:27808	bigDeletion
USA/DE-DHSS-B1099576/2021	115	2	None	27717:27808	bigDeletion
USA/DE-DHSS-B1084279/2021	116	2	None	27511:27808	bigDeletion
USA/WA-UW-21041693766/2021	117	2	None	27706:27784	bigDeletion
USA/WA-S8170/2021	118	2	None	27751:27781	bigDeletion
USA/WA-CDC-UW21041992578/2021	119	2	None	27717:27784	bigDeletion
USA/WA-UW-2021040768386/2021	120	2	None	27726:27784	bigDeletion
USA/WA-UW-2021041074480/2021	121	2	None	27727:27784	bigDeletion
USA/WA-UW-2021040509964/2021	122	2	None	27528:27784	bigDeletion
USA/SC-7FF7B38E2JW/2021	123	2	None	27848:28254	bigDeletion
USA/PA-CDC-MMB08682947/2021	124	2	None	27854:27896	bigDeletion
USA/MO-MSPHL-000593/2021	125	2	None	27727:27808	bigDeletion
USA/MO-MSPHL-002039/2021	125	2	None	27727:27808	bigDeletion
USA/WA-CDC-UW21042656870/2021	126	2	None	27585:27790	bigDeletion
USA/CO-CDPHE-2100706295/2021	127	2	None	27511:27808	bigDeletion
USA/WA-UW-21042412805/2021	128	2	None	27752:27784	bigDeletion
USA/WA-UW-2021040306191/2021	129	2	None	27527:27784	bigDeletion
USA/WA-UW-21042189492/2021	130	2	None	27635:27779	bigDeletion
USA/WA-OHSU-212290592/2021	131	2	None	27602:27759	bigDeletion
USA/WA-PHL-001052/2021	132	2	None	27511:27808	bigDeletion
USA/MI-UM-10039843736/2021	133	2	None	27749:27784	bigDeletion
USA/IN-CDC-ASC210004520/2021	133	2	None	27749:27784	bigDeletion
USA/CO-CDPHE-2101658706/2021	134	2	None	27812:27854	bigDeletion
USA/WA-CDC-UW21051378256/2021	135	3	None	27527:27784	bigDeletion
USA/WA-CDC-UW21052498126/2021	135	3	None	27527:27784	bigDeletion
USA/WA-CDC-UW21051930118/2021	135	3	None	27527:27784	bigDeletion
USA/OR-OHSU-212110280/2021	136	2	None	27714:27768	bigDeletion
USA/WA-OHSU-212300149/2021	137	2	None	27741:27776	bigDeletion
USA/WA-S8582/2021	137	2	None	27741:27776	bigDeletion
USA/WA-S9985/2021	137	2	None	27741:27776	bigDeletion
USA/WA-CDC-UW21070127276/2021	138	2	None	27687:27790	bigDeletion
USA/WA-S7268/2021	138	2	None	27687:27790	bigDeletion
USA/WA-UW-21050151307/2021	139	2	None	27760:27790	bigDeletion
USA/WI-UW-5359/2021	140	2	None	27511:27808	bigDeletion
USA/ND-NDDH-01798/2021	141	3	None	27511:27808	bigDeletion
USA/IN-PU-100821/2021	141	3	None	27511:27808	bigDeletion
USA/AR-UNM-V00016/2021	141	3	None	27511:27808	bigDeletion
USA/KS-KHEL-0862/2021	141	3	None	27511:27808	bigDeletion
Kenya/SS2956/2021	142	2	None	27511:27808	bigDeletion
USA/WI-UW-3577/2021	143	2	None	27511:27808	bigDeletion
USA/WI-MHDL-73241/2021	144	2	None	27511:27808	bigDeletion
USA/WA-S9251/2021	145	2	None	27528:27791	bigDeletion
USA/WA-S8746/2021	146	2	None	27700:27790	bigDeletion
USA/MD-MDH-3643/2021	147	2	None	27527:27790	bigDeletion
USA/MS-UMMC-M508B11-504755/2021	148	2	None	27751:27791	bigDeletion
USA/IL-S21WGS2140/2021	149	2	None	27532:27791	bigDeletion
USA/KY-GD-051821-21050612139/2021	150	2	None	27533:27763	bigDeletion
